polarity	predict	P(s=-1)	P(s=1)
-1	-1	0.87272	0.12728
1	-1	0.61581	0.38419
-1	-1	0.72214	0.27786
-1	-1	0.78411	0.21589
-1	-1	0.69483	0.30517
-1	-1	0.63812	0.36188
1	1	0.20852	0.79148
-1	-1	0.94383	0.05617
-1	-1	0.63892	0.36108
-1	-1	0.71525	0.28475
-1	-1	0.87107	0.12893
-1	-1	0.50289	0.49711
-1	-1	0.69941	0.30059
-1	-1	0.80098	0.19902
1	1	0.39369	0.60631
-1	1	0.34841	0.65159
1	1	0.22445	0.77555
1	1	0.25765	0.74235
-1	-1	0.51521	0.48479
-1	-1	0.56302	0.43698
-1	-1	0.60625	0.39375
1	1	0.24524	0.75476
1	1	0.28786	0.71214
1	1	0.22340	0.77660
1	1	0.30739	0.69261
-1	-1	0.71848	0.28152
-1	1	0.43768	0.56232
-1	-1	0.63253	0.36747
1	1	0.31985	0.68015
1	1	0.46538	0.53462
1	1	0.38631	0.61369
1	-1	0.50076	0.49924
-1	-1	0.66532	0.33468
-1	-1	0.73607	0.26393
1	1	0.34367	0.65633
-1	-1	0.74792	0.25208
1	1	0.23336	0.76664
1	1	0.30666	0.69334
1	1	0.28293	0.71707
1	1	0.40381	0.59619
-1	-1	0.66373	0.33627
-1	-1	0.78778	0.21222
-1	-1	0.61153	0.38847
1	1	0.24957	0.75043
1	1	0.26704	0.73296
-1	-1	0.66623	0.33377
1	1	0.13274	0.86726
-1	-1	0.57020	0.42980
-1	-1	0.69926	0.30074
1	-1	0.51505	0.48495
1	1	0.24447	0.75553
1	1	0.27569	0.72431
-1	-1	0.50484	0.49516
-1	-1	0.82593	0.17407
1	1	0.21975	0.78025
1	1	0.15613	0.84387
1	-1	0.50837	0.49163
-1	-1	0.65606	0.34394
-1	1	0.38827	0.61173
1	1	0.28630	0.71370
1	1	0.37244	0.62756
-1	-1	0.57919	0.42081
1	1	0.29979	0.70021
-1	-1	0.60331	0.39669
-1	-1	0.51183	0.48817
1	1	0.20256	0.79744
1	1	0.24838	0.75162
-1	-1	0.54337	0.45663
-1	-1	0.73628	0.26372
-1	-1	0.65000	0.35000
1	1	0.42669	0.57331
-1	-1	0.67269	0.32731
-1	-1	0.70163	0.29837
-1	-1	0.77461	0.22539
-1	-1	0.57962	0.42038
1	1	0.41051	0.58949
1	1	0.22573	0.77427
-1	-1	0.92949	0.07051
1	-1	0.63383	0.36617
1	1	0.14806	0.85194
-1	-1	0.69426	0.30574
-1	-1	0.75358	0.24642
-1	-1	0.77325	0.22675
1	1	0.14290	0.85710
-1	-1	0.76542	0.23458
-1	-1	0.79675	0.20325
-1	-1	0.51633	0.48367
-1	1	0.46141	0.53859
-1	-1	0.66447	0.33553
-1	-1	0.68146	0.31854
1	1	0.24033	0.75967
1	1	0.18477	0.81523
1	1	0.42377	0.57623
-1	-1	0.71746	0.28254
1	1	0.26426	0.73574
1	1	0.34457	0.65543
-1	-1	0.72297	0.27703
1	1	0.45807	0.54193
1	1	0.33623	0.66377
1	1	0.26546	0.73454
1	1	0.24263	0.75737
-1	-1	0.54934	0.45066
1	1	0.43011	0.56989
1	1	0.39280	0.60720
1	-1	0.60196	0.39804
-1	-1	0.75506	0.24494
-1	-1	0.67629	0.32371
1	1	0.39766	0.60234
-1	-1	0.59125	0.40875
1	1	0.40632	0.59368
1	1	0.38858	0.61142
1	1	0.27266	0.72734
1	1	0.34507	0.65493
1	1	0.11076	0.88924
-1	-1	0.64559	0.35441
1	-1	0.62257	0.37743
-1	-1	0.77573	0.22427
1	1	0.32866	0.67134
-1	-1	0.60523	0.39477
-1	-1	0.72668	0.27332
1	1	0.20309	0.79691
-1	-1	0.55992	0.44008
1	1	0.30712	0.69288
-1	1	0.28932	0.71068
1	1	0.33484	0.66516
-1	-1	0.68609	0.31391
-1	-1	0.76363	0.23637
-1	-1	0.78315	0.21685
1	1	0.32038	0.67962
1	1	0.29276	0.70724
-1	-1	0.74934	0.25066
-1	-1	0.52843	0.47157
-1	-1	0.65484	0.34516
1	1	0.24906	0.75094
-1	-1	0.60558	0.39442
1	1	0.26333	0.73667
1	1	0.23841	0.76159
1	1	0.37890	0.62110
1	1	0.14493	0.85507
-1	-1	0.68213	0.31787
-1	-1	0.56364	0.43636
-1	-1	0.70518	0.29482
1	-1	0.52085	0.47915
1	1	0.30661	0.69339
-1	-1	0.58285	0.41715
1	1	0.44004	0.55996
-1	-1	0.85141	0.14859
1	1	0.35451	0.64549
1	1	0.23932	0.76068
1	1	0.49767	0.50233
1	-1	0.52036	0.47964
-1	-1	0.69638	0.30362
-1	-1	0.81310	0.18690
1	1	0.39612	0.60388
-1	-1	0.66615	0.33385
-1	-1	0.57225	0.42775
1	1	0.15597	0.84403
-1	-1	0.69217	0.30783
1	1	0.33989	0.66011
1	1	0.37445	0.62555
-1	-1	0.58545	0.41455
1	1	0.20167	0.79833
1	1	0.35952	0.64048
-1	-1	0.56527	0.43473
1	1	0.36032	0.63968
-1	-1	0.73015	0.26985
1	1	0.49593	0.50407
1	1	0.21020	0.78980
-1	-1	0.70946	0.29054
1	1	0.30679	0.69321
-1	-1	0.88562	0.11438
1	1	0.12600	0.87400
-1	-1	0.63079	0.36921
1	1	0.28969	0.71031
-1	-1	0.62042	0.37958
1	1	0.29792	0.70208
-1	-1	0.73521	0.26479
-1	1	0.47613	0.52387
-1	-1	0.72920	0.27080
-1	-1	0.53241	0.46759
1	1	0.26136	0.73864
1	1	0.37221	0.62779
-1	-1	0.56140	0.43860
-1	-1	0.64762	0.35238
1	-1	0.51071	0.48929
1	1	0.46601	0.53399
1	1	0.43449	0.56551
-1	-1	0.53991	0.46009
1	1	0.16759	0.83241
-1	-1	0.73651	0.26349
1	1	0.17272	0.82728
-1	-1	0.68917	0.31083
-1	-1	0.64839	0.35161
1	1	0.45463	0.54537
1	1	0.37926	0.62074
1	1	0.41082	0.58918
1	1	0.30754	0.69246
-1	-1	0.68872	0.31128
-1	-1	0.71832	0.28168
-1	-1	0.86356	0.13644
-1	-1	0.72357	0.27643
-1	-1	0.75002	0.24998
1	1	0.19587	0.80413
1	1	0.47762	0.52238
1	1	0.16469	0.83531
-1	-1	0.91141	0.08859
1	1	0.20113	0.79887
1	1	0.16140	0.83860
-1	-1	0.54178	0.45822
-1	-1	0.71781	0.28219
1	1	0.06894	0.93106
-1	-1	0.69363	0.30637
-1	-1	0.70681	0.29319
1	1	0.27951	0.72049
-1	-1	0.64463	0.35537
-1	-1	0.58062	0.41938
1	1	0.48893	0.51107
1	1	0.35377	0.64623
-1	-1	0.64829	0.35171
-1	-1	0.75451	0.24549
-1	-1	0.67647	0.32353
-1	-1	0.50656	0.49344
1	-1	0.54142	0.45858
-1	-1	0.74889	0.25111
1	1	0.42608	0.57392
1	1	0.22651	0.77349
1	1	0.31145	0.68855
-1	-1	0.91110	0.08890
1	1	0.26709	0.73291
-1	1	0.46642	0.53358
1	1	0.43689	0.56311
1	-1	0.50536	0.49464
-1	-1	0.74755	0.25245
-1	1	0.47983	0.52017
-1	-1	0.67060	0.32940
1	1	0.26574	0.73426
1	1	0.33022	0.66978
1	1	0.42367	0.57633
-1	-1	0.70562	0.29438
-1	-1	0.71775	0.28225
1	1	0.16425	0.83575
1	1	0.31901	0.68099
-1	-1	0.67083	0.32917
-1	-1	0.54884	0.45116
1	1	0.46505	0.53495
-1	-1	0.82004	0.17996
-1	-1	0.72439	0.27561
-1	-1	0.66911	0.33089
1	1	0.48426	0.51574
1	1	0.22128	0.77872
-1	-1	0.66215	0.33785
-1	-1	0.97310	0.02690
-1	-1	0.61222	0.38778
1	1	0.22895	0.77105
-1	-1	0.67203	0.32797
1	-1	0.54301	0.45699
1	-1	0.50801	0.49199
1	1	0.23287	0.76713
-1	-1	0.56980	0.43020
1	1	0.43988	0.56012
-1	-1	0.62254	0.37746
1	1	0.28711	0.71289
1	1	0.32454	0.67546
-1	-1	0.57140	0.42860
-1	-1	0.77253	0.22747
1	1	0.22564	0.77436
1	1	0.43042	0.56958
1	1	0.17045	0.82955
-1	-1	0.71794	0.28206
1	1	0.27685	0.72315
1	1	0.27274	0.72726
-1	-1	0.81122	0.18878
-1	1	0.42703	0.57297
1	1	0.37101	0.62899
1	1	0.26709	0.73291
-1	-1	0.64706	0.35294
1	-1	0.58615	0.41385
1	1	0.32086	0.67914
1	1	0.27454	0.72546
1	1	0.43018	0.56982
1	1	0.39025	0.60975
1	1	0.22429	0.77571
-1	-1	0.57368	0.42632
-1	-1	0.95062	0.04938
1	1	0.49431	0.50569
1	1	0.17713	0.82287
-1	1	0.37206	0.62794
-1	-1	0.58580	0.41420
1	-1	0.57400	0.42600
1	-1	0.53312	0.46688
-1	-1	0.67587	0.32413
1	1	0.32542	0.67458
1	1	0.36944	0.63056
-1	-1	0.61010	0.38990
1	1	0.28003	0.71997
-1	-1	0.68818	0.31182
1	1	0.12446	0.87554
-1	-1	0.84318	0.15682
1	1	0.37563	0.62437
-1	-1	0.89825	0.10175
1	1	0.22791	0.77209
1	1	0.17702	0.82298
-1	-1	0.78454	0.21546
1	1	0.28267	0.71733
-1	1	0.45864	0.54136
1	1	0.31711	0.68289
1	1	0.27724	0.72276
-1	-1	0.69453	0.30547
-1	-1	0.89494	0.10506
1	1	0.18809	0.81191
1	1	0.21979	0.78021
1	1	0.43319	0.56681
1	1	0.47846	0.52154
1	1	0.45809	0.54191
-1	1	0.46291	0.53709
-1	-1	0.71825	0.28175
-1	-1	0.53293	0.46707
1	1	0.23970	0.76030
-1	-1	0.78130	0.21870
1	1	0.23030	0.76970
-1	-1	0.84355	0.15645
-1	-1	0.73475	0.26525
1	1	0.31395	0.68605
-1	-1	0.84015	0.15985
1	-1	0.67144	0.32856
1	1	0.30757	0.69243
1	1	0.32277	0.67723
1	1	0.15704	0.84296
1	1	0.40840	0.59160
1	1	0.39319	0.60681
-1	-1	0.73705	0.26295
-1	-1	0.65624	0.34376
-1	-1	0.50907	0.49093
1	-1	0.62782	0.37218
-1	-1	0.61487	0.38513
-1	-1	0.69400	0.30600
1	1	0.18416	0.81584
-1	-1	0.63564	0.36436
-1	-1	0.79565	0.20435
-1	-1	0.67012	0.32988
1	1	0.34322	0.65678
1	1	0.25324	0.74676
-1	-1	0.58467	0.41533
1	1	0.26636	0.73364
1	1	0.19663	0.80337
-1	-1	0.85714	0.14286
1	1	0.29554	0.70446
-1	1	0.43243	0.56757
-1	-1	0.53179	0.46821
-1	-1	0.68274	0.31726
-1	-1	0.76333	0.23667
1	1	0.15547	0.84453
-1	-1	0.83862	0.16138
-1	-1	0.56201	0.43799
1	1	0.42064	0.57936
-1	-1	0.70321	0.29679
-1	-1	0.75077	0.24923
1	1	0.16985	0.83015
-1	-1	0.78545	0.21455
1	-1	0.76729	0.23271
-1	-1	0.86670	0.13330
1	1	0.13063	0.86937
-1	-1	0.64191	0.35809
1	1	0.20330	0.79670
-1	-1	0.54482	0.45518
-1	-1	0.65902	0.34098
-1	-1	0.50001	0.49999
-1	-1	0.62505	0.37495
-1	-1	0.79169	0.20831
-1	-1	0.76233	0.23767
-1	-1	0.77573	0.22427
-1	-1	0.78487	0.21513
1	1	0.29592	0.70408
-1	-1	0.83118	0.16882
1	1	0.18303	0.81697
1	1	0.49994	0.50006
-1	1	0.44916	0.55084
-1	-1	0.51372	0.48628
-1	-1	0.52403	0.47597
1	1	0.25501	0.74499
-1	-1	0.75309	0.24691
-1	-1	0.51658	0.48342
-1	1	0.45889	0.54111
-1	1	0.47283	0.52717
1	1	0.28451	0.71549
1	1	0.31419	0.68581
-1	-1	0.63132	0.36868
1	1	0.32890	0.67110
1	1	0.44996	0.55004
-1	-1	0.71033	0.28967
1	1	0.38123	0.61877
-1	-1	0.69564	0.30436
-1	-1	0.82840	0.17160
-1	1	0.38348	0.61652
1	1	0.22849	0.77151
1	1	0.47072	0.52928
1	1	0.44761	0.55239
-1	-1	0.75706	0.24294
1	1	0.24667	0.75333
1	-1	0.62043	0.37957
-1	-1	0.66209	0.33791
1	1	0.06223	0.93777
-1	-1	0.57669	0.42331
1	1	0.34474	0.65526
-1	-1	0.71190	0.28810
1	1	0.26357	0.73643
1	1	0.16490	0.83510
1	1	0.38588	0.61412
1	1	0.26850	0.73150
-1	1	0.41715	0.58285
-1	-1	0.71808	0.28192
-1	-1	0.77346	0.22654
-1	-1	0.80479	0.19521
1	1	0.20352	0.79648
-1	-1	0.53581	0.46419
-1	-1	0.72600	0.27400
1	1	0.32410	0.67590
-1	-1	0.72033	0.27967
1	1	0.41841	0.58159
1	1	0.38318	0.61682
1	1	0.15626	0.84374
-1	-1	0.76910	0.23090
1	1	0.12717	0.87283
-1	-1	0.76304	0.23696
1	1	0.33109	0.66891
1	1	0.41118	0.58882
-1	-1	0.91556	0.08444
1	1	0.45019	0.54981
1	-1	0.57209	0.42791
-1	-1	0.55808	0.44192
-1	-1	0.66445	0.33555
-1	-1	0.63926	0.36074
1	1	0.24856	0.75144
-1	-1	0.51980	0.48020
1	1	0.38264	0.61736
1	1	0.40147	0.59853
-1	-1	0.71271	0.28729
-1	-1	0.61154	0.38846
-1	-1	0.65460	0.34540
1	1	0.22601	0.77399
1	1	0.38437	0.61563
-1	-1	0.87932	0.12068
-1	-1	0.84179	0.15821
1	1	0.22069	0.77931
-1	-1	0.67122	0.32878
1	1	0.11052	0.88948
-1	-1	0.70443	0.29557
1	-1	0.60227	0.39773
1	1	0.32452	0.67548
-1	-1	0.68966	0.31034
-1	-1	0.62348	0.37652
-1	-1	0.72929	0.27071
1	1	0.39795	0.60205
-1	-1	0.59434	0.40566
1	1	0.33674	0.66326
1	1	0.21836	0.78164
-1	-1	0.76558	0.23442
-1	1	0.39957	0.60043
1	1	0.37783	0.62217
1	1	0.29162	0.70838
1	1	0.22554	0.77446
1	1	0.30507	0.69493
-1	-1	0.80146	0.19854
1	1	0.16712	0.83288
1	-1	0.58169	0.41831
-1	-1	0.67487	0.32513
1	1	0.08127	0.91873
-1	1	0.47675	0.52325
-1	-1	0.54670	0.45330
-1	-1	0.56065	0.43935
-1	1	0.43419	0.56581
-1	-1	0.66748	0.33252
1	1	0.36967	0.63033
1	1	0.47933	0.52067
-1	-1	0.63776	0.36224
-1	-1	0.59426	0.40574
-1	-1	0.63998	0.36002
-1	-1	0.55831	0.44169
-1	-1	0.63032	0.36968
-1	-1	0.73166	0.26834
-1	-1	0.64555	0.35445
-1	-1	0.72272	0.27728
1	1	0.37738	0.62262
1	1	0.14630	0.85370
1	1	0.21870	0.78130
-1	-1	0.60102	0.39898
1	-1	0.50497	0.49503
-1	-1	0.55565	0.44435
-1	-1	0.71035	0.28965
1	1	0.24338	0.75662
-1	1	0.47265	0.52735
1	1	0.15298	0.84702
-1	-1	0.56157	0.43843
-1	-1	0.67888	0.32112
-1	-1	0.67961	0.32039
-1	-1	0.56953	0.43047
1	-1	0.51453	0.48547
-1	-1	0.82966	0.17034
-1	-1	0.61498	0.38502
-1	-1	0.77738	0.22262
-1	-1	0.78854	0.21146
1	1	0.27404	0.72596
1	1	0.24323	0.75677
-1	-1	0.74774	0.25226
1	1	0.28348	0.71652
-1	-1	0.52522	0.47478
-1	-1	0.63177	0.36823
1	1	0.23112	0.76888
-1	-1	0.79333	0.20667
1	1	0.22579	0.77421
-1	-1	0.63822	0.36178
1	1	0.05112	0.94888
-1	-1	0.75722	0.24278
-1	1	0.44604	0.55396
1	1	0.37769	0.62231
-1	-1	0.66152	0.33848
1	1	0.23667	0.76333
-1	-1	0.56464	0.43536
1	1	0.25556	0.74444
-1	-1	0.74670	0.25330
-1	-1	0.51112	0.48888
1	1	0.28856	0.71144
1	1	0.26338	0.73662
-1	-1	0.71357	0.28643
-1	-1	0.84788	0.15212
-1	1	0.43346	0.56654
-1	-1	0.63010	0.36990
1	1	0.34657	0.65343
1	1	0.36711	0.63289
1	1	0.45567	0.54433
-1	-1	0.77953	0.22047
-1	1	0.45462	0.54538
-1	-1	0.73239	0.26761
1	1	0.44069	0.55931
-1	-1	0.64827	0.35173
1	1	0.18066	0.81934
1	1	0.30682	0.69318
1	1	0.28680	0.71320
-1	-1	0.60716	0.39284
-1	-1	0.62067	0.37933
-1	-1	0.86552	0.13448
1	-1	0.64006	0.35994
-1	-1	0.69559	0.30441
-1	-1	0.61745	0.38255
-1	-1	0.69790	0.30210
-1	-1	0.56316	0.43684
-1	-1	0.63772	0.36228
-1	-1	0.72080	0.27920
1	1	0.33544	0.66456
-1	-1	0.63609	0.36391
-1	-1	0.75906	0.24094
-1	-1	0.62745	0.37255
-1	-1	0.68614	0.31386
1	1	0.28318	0.71682
1	1	0.16510	0.83490
-1	-1	0.78898	0.21102
-1	-1	0.51454	0.48546
-1	1	0.35714	0.64286
1	-1	0.54481	0.45519
1	1	0.25886	0.74114
-1	-1	0.80325	0.19675
-1	-1	0.58190	0.41810
-1	1	0.48987	0.51013
-1	-1	0.70891	0.29109
1	1	0.48692	0.51308
1	1	0.48594	0.51406
-1	-1	0.74866	0.25134
1	1	0.17109	0.82891
1	1	0.26449	0.73551
-1	-1	0.53269	0.46731
1	1	0.29307	0.70693
1	1	0.47930	0.52070
1	1	0.24439	0.75561
1	-1	0.56807	0.43193
1	1	0.25313	0.74687
-1	-1	0.76575	0.23425
1	1	0.17620	0.82380
-1	-1	0.54918	0.45082
1	1	0.10747	0.89253
-1	-1	0.73691	0.26309
-1	-1	0.80612	0.19388
-1	1	0.49284	0.50716
-1	-1	0.60171	0.39829
1	1	0.16158	0.83842
-1	-1	0.78678	0.21322
-1	-1	0.68472	0.31528
1	1	0.30201	0.69799
-1	-1	0.80387	0.19613
-1	-1	0.57727	0.42273
-1	-1	0.76858	0.23142
-1	1	0.48264	0.51736
-1	-1	0.57698	0.42302
-1	-1	0.61800	0.38200
-1	-1	0.85433	0.14567
-1	1	0.47005	0.52995
-1	-1	0.70501	0.29499
-1	-1	0.71282	0.28718
-1	-1	0.65402	0.34598
1	1	0.26226	0.73774
-1	-1	0.69101	0.30899
1	1	0.04832	0.95168
1	-1	0.62347	0.37653
-1	-1	0.64752	0.35248
1	1	0.46037	0.53963
-1	-1	0.73995	0.26005
-1	-1	0.71516	0.28484
1	1	0.30809	0.69191
1	1	0.22772	0.77228
1	1	0.34523	0.65477
1	1	0.41895	0.58105
-1	1	0.49172	0.50828
1	1	0.28038	0.71962
1	1	0.46200	0.53800
1	1	0.18650	0.81350
1	1	0.30074	0.69926
-1	-1	0.52030	0.47970
-1	-1	0.54147	0.45853
1	-1	0.53875	0.46125
-1	-1	0.66615	0.33385
1	1	0.26821	0.73179
1	1	0.22731	0.77269
1	1	0.21445	0.78555
-1	-1	0.52735	0.47265
1	1	0.26894	0.73106
-1	-1	0.73396	0.26604
-1	1	0.42443	0.57557
1	1	0.29933	0.70067
-1	-1	0.71108	0.28892
1	-1	0.52670	0.47330
1	-1	0.55707	0.44293
1	1	0.32762	0.67238
1	1	0.37750	0.62250
1	1	0.48167	0.51833
-1	-1	0.75137	0.24863
1	1	0.21850	0.78150
-1	-1	0.79547	0.20453
-1	-1	0.85268	0.14732
1	1	0.31621	0.68379
-1	-1	0.65292	0.34708
-1	-1	0.88758	0.11242
-1	-1	0.71249	0.28751
1	1	0.36627	0.63373
1	-1	0.68606	0.31394
-1	1	0.47357	0.52643
-1	1	0.32324	0.67676
-1	-1	0.64594	0.35406
-1	-1	0.54907	0.45093
-1	-1	0.52071	0.47929
-1	-1	0.53666	0.46334
-1	1	0.46823	0.53177
-1	-1	0.65505	0.34495
1	1	0.10415	0.89585
-1	1	0.33977	0.66023
-1	-1	0.74440	0.25560
1	1	0.43236	0.56764
-1	-1	0.73346	0.26654
-1	-1	0.72208	0.27792
1	-1	0.61716	0.38284
-1	-1	0.74795	0.25205
-1	-1	0.60523	0.39477
-1	-1	0.80763	0.19237
-1	-1	0.67746	0.32254
-1	1	0.49105	0.50895
-1	-1	0.59161	0.40839
-1	-1	0.69337	0.30663
1	1	0.49507	0.50493
1	1	0.30965	0.69035
1	1	0.24027	0.75973
-1	-1	0.70665	0.29335
-1	-1	0.82745	0.17255
1	1	0.25331	0.74669
-1	-1	0.63990	0.36010
-1	-1	0.73025	0.26975
1	-1	0.50295	0.49705
1	1	0.47633	0.52367
1	-1	0.52418	0.47582
1	1	0.24186	0.75814
1	1	0.31779	0.68221
-1	-1	0.52212	0.47788
1	1	0.32938	0.67062
-1	-1	0.74243	0.25757
-1	-1	0.58113	0.41887
-1	-1	0.74188	0.25812
-1	1	0.46816	0.53184
-1	-1	0.84433	0.15567
-1	-1	0.79384	0.20616
-1	-1	0.53866	0.46134
1	1	0.20177	0.79823
-1	-1	0.66364	0.33636
1	-1	0.54067	0.45933
-1	-1	0.65232	0.34768
-1	-1	0.61754	0.38246
-1	-1	0.67052	0.32948
-1	-1	0.86052	0.13948
-1	-1	0.67296	0.32704
1	1	0.17619	0.82381
1	1	0.32352	0.67648
-1	-1	0.77373	0.22627
1	1	0.09326	0.90674
-1	-1	0.66385	0.33615
1	1	0.11744	0.88256
-1	-1	0.77722	0.22278
-1	-1	0.67561	0.32439
-1	-1	0.68700	0.31300
1	1	0.24267	0.75733
-1	-1	0.82510	0.17490
-1	-1	0.59119	0.40881
1	1	0.27606	0.72394
-1	-1	0.70972	0.29028
1	1	0.41471	0.58529
1	1	0.23226	0.76774
1	1	0.46508	0.53492
1	1	0.34603	0.65397
-1	-1	0.71226	0.28774
-1	-1	0.72464	0.27536
1	1	0.39901	0.60099
-1	-1	0.62767	0.37233
-1	-1	0.79862	0.20138
1	1	0.15877	0.84123
1	1	0.26638	0.73362
1	1	0.37132	0.62868
1	1	0.11001	0.88999
1	-1	0.50715	0.49285
-1	-1	0.65036	0.34964
1	1	0.17562	0.82438
-1	-1	0.50347	0.49653
1	1	0.39444	0.60556
1	1	0.36169	0.63831
-1	-1	0.74447	0.25553
1	1	0.13716	0.86284
1	1	0.18963	0.81037
-1	-1	0.64047	0.35953
1	1	0.40249	0.59751
1	1	0.23617	0.76383
1	1	0.23909	0.76091
-1	1	0.28134	0.71866
1	1	0.28061	0.71939
-1	-1	0.64059	0.35941
-1	-1	0.75506	0.24494
1	1	0.28825	0.71175
-1	-1	0.77657	0.22343
1	1	0.27188	0.72812
-1	-1	0.89111	0.10889
-1	-1	0.75257	0.24743
-1	-1	0.73721	0.26279
1	1	0.11441	0.88559
1	1	0.21616	0.78384
-1	-1	0.64684	0.35316
1	1	0.29439	0.70561
1	1	0.33497	0.66503
1	-1	0.55964	0.44036
-1	-1	0.66552	0.33448
1	1	0.23340	0.76660
-1	-1	0.81278	0.18722
-1	-1	0.70970	0.29030
-1	-1	0.91800	0.08200
1	1	0.36068	0.63932
-1	-1	0.61158	0.38842
-1	1	0.45773	0.54227
1	1	0.11866	0.88134
1	1	0.43242	0.56758
1	1	0.28872	0.71128
-1	-1	0.73218	0.26782
1	1	0.34869	0.65131
-1	-1	0.80238	0.19762
1	1	0.37711	0.62289
1	1	0.31055	0.68945
-1	-1	0.58459	0.41541
-1	-1	0.87966	0.12034
1	-1	0.58924	0.41076
1	1	0.49480	0.50520
1	1	0.39654	0.60346
1	1	0.12728	0.87272
1	1	0.36828	0.63172
-1	1	0.44677	0.55323
1	-1	0.69237	0.30763
1	1	0.28632	0.71368
1	1	0.23993	0.76007
1	1	0.35964	0.64036
1	1	0.17720	0.82280
-1	-1	0.71161	0.28839
1	1	0.25064	0.74936
1	1	0.38342	0.61658
1	1	0.43403	0.56597
-1	-1	0.57563	0.42437
-1	-1	0.66595	0.33405
-1	-1	0.82966	0.17034
1	1	0.40755	0.59245
1	1	0.11448	0.88552
1	1	0.13311	0.86689
-1	-1	0.60256	0.39744
-1	-1	0.71495	0.28505
1	1	0.34620	0.65380
-1	-1	0.70657	0.29343
1	-1	0.51882	0.48118
-1	1	0.47833	0.52167
-1	-1	0.76093	0.23907
-1	1	0.47813	0.52187
1	1	0.30972	0.69028
1	1	0.39934	0.60066
-1	-1	0.86345	0.13655
1	1	0.14494	0.85506
1	-1	0.58490	0.41510
-1	-1	0.55347	0.44653
-1	-1	0.63740	0.36260
-1	-1	0.69098	0.30902
-1	-1	0.54422	0.45578
1	1	0.41736	0.58264
1	1	0.28559	0.71441
1	1	0.47265	0.52735
1	1	0.35111	0.64889
1	1	0.42613	0.57387
-1	-1	0.58780	0.41220
-1	-1	0.60671	0.39329
1	1	0.26225	0.73775
1	-1	0.53457	0.46543
-1	-1	0.62829	0.37171
-1	-1	0.76727	0.23273
-1	-1	0.84857	0.15143
-1	-1	0.80543	0.19457
-1	1	0.46939	0.53061
-1	-1	0.77629	0.22371
1	1	0.24200	0.75800
-1	-1	0.81710	0.18290
-1	-1	0.86764	0.13236
-1	1	0.49029	0.50971
-1	-1	0.54092	0.45908
-1	-1	0.80840	0.19160
-1	-1	0.80600	0.19400
1	1	0.30973	0.69027
1	1	0.32329	0.67671
1	1	0.21306	0.78694
1	1	0.37188	0.62812
-1	-1	0.75556	0.24444
1	1	0.27024	0.72976
-1	-1	0.55923	0.44077
-1	-1	0.55999	0.44001
-1	-1	0.66685	0.33315
1	1	0.26400	0.73600
1	1	0.34999	0.65001
-1	-1	0.64552	0.35448
-1	-1	0.59403	0.40597
1	1	0.42953	0.57047
1	1	0.41674	0.58326
1	-1	0.57455	0.42545
1	1	0.15401	0.84599
-1	-1	0.83666	0.16334
-1	-1	0.56088	0.43912
-1	-1	0.64303	0.35697
-1	-1	0.66190	0.33810
1	1	0.25281	0.74719
-1	-1	0.73537	0.26463
-1	1	0.41047	0.58953
-1	-1	0.78422	0.21578
-1	-1	0.62771	0.37229
1	1	0.26377	0.73623
-1	-1	0.70973	0.29027
-1	-1	0.76032	0.23968
-1	-1	0.60327	0.39673
1	1	0.26246	0.73754
-1	-1	0.67493	0.32507
-1	-1	0.55318	0.44682
-1	-1	0.71410	0.28590
1	1	0.21996	0.78004
1	1	0.28993	0.71007
1	1	0.32310	0.67690
1	1	0.28245	0.71755
-1	-1	0.82647	0.17353
1	1	0.07279	0.92721
1	1	0.26433	0.73567
1	-1	0.51521	0.48479
1	1	0.43780	0.56220
1	-1	0.50867	0.49133
-1	-1	0.62879	0.37121
1	1	0.41418	0.58582
-1	1	0.31773	0.68227
1	-1	0.52747	0.47253
-1	-1	0.66795	0.33205
-1	-1	0.72900	0.27100
1	1	0.36037	0.63963
1	1	0.23377	0.76623
-1	-1	0.56811	0.43189
-1	1	0.46872	0.53128
-1	-1	0.75056	0.24944
-1	-1	0.54949	0.45051
-1	-1	0.82958	0.17042
1	1	0.40360	0.59640
1	1	0.23271	0.76729
1	1	0.25975	0.74025
-1	-1	0.73294	0.26706
-1	-1	0.68415	0.31585
-1	-1	0.65397	0.34603
-1	-1	0.67618	0.32382
1	1	0.43332	0.56668
1	1	0.42956	0.57044
-1	-1	0.67808	0.32192
1	1	0.40842	0.59158
1	1	0.11661	0.88339
-1	-1	0.73157	0.26843
-1	-1	0.68778	0.31222
-1	-1	0.56658	0.43342
1	1	0.14008	0.85992
1	1	0.34979	0.65021
-1	-1	0.65519	0.34481
-1	-1	0.69300	0.30700
1	1	0.21809	0.78191
-1	-1	0.73314	0.26686
-1	-1	0.69097	0.30903
1	1	0.43390	0.56610
1	1	0.36598	0.63402
-1	1	0.33927	0.66073
1	1	0.29617	0.70383
1	1	0.42264	0.57736
1	1	0.24972	0.75028
-1	1	0.47898	0.52102
-1	-1	0.78993	0.21007
1	1	0.08579	0.91421
-1	-1	0.75009	0.24991
1	1	0.28953	0.71047
-1	-1	0.80284	0.19716
-1	-1	0.52843	0.47157
-1	-1	0.75409	0.24591
1	-1	0.66132	0.33868
1	1	0.21045	0.78955
1	1	0.38482	0.61518
-1	-1	0.61158	0.38842
1	1	0.21038	0.78962
-1	1	0.29889	0.70111
